city,state_id,state_name,lat,lng,zips
Kenwood Estates,FL,Florida,26.6276,-80.1153,33461 33463
Enhaut,PA,Pennsylvania,40.2324,-76.8253,17113
Claypool,AZ,Arizona,33.4061,-110.8422,85539 85532
Jonesville,LA,Louisiana,31.6238,-91.8300,71343
Stratford,TX,Texas,36.3376,-102.0760,79084
Santa Anna,TX,Texas,31.7369,-99.3254,76878
Enigma,GA,Georgia,31.4076,-83.3290,31749
Benwood,WV,West Virginia,40.0139,-80.7328,26031
Powderly,TX,Texas,33.8090,-95.5050,75473
Fairfield Beach,OH,Ohio,39.9183,-82.4791,43046 43076
North Bend,NE,Nebraska,41.4620,-96.7857,68649
Berino,NM,New Mexico,32.0690,-106.6221,88021 88024 88048
West Fairview,PA,Pennsylvania,40.2777,-76.9196,17025
Point Roberts,WA,Washington,48.9882,-123.0577,98281
Haskins,OH,Ohio,41.4648,-83.7043,43525 43402
Belle,MO,Missouri,38.2848,-91.7217,65013
Bull Valley,IL,Illinois,42.3227,-88.3633,60098 60050
New Berlin,IL,Illinois,39.7261,-89.9143,62670
Ellicott,CO,Colorado,38.8256,-104.3829,80808
Apollo,PA,Pennsylvania,40.5848,-79.5647,15613
Milford,IL,Illinois,40.6278,-87.6963,60953
Toluca,IL,Illinois,41.0044,-89.1339,61369
Somerville,TX,Texas,30.3460,-96.5311,77879
Ponderosa Pine,NM,New Mexico,34.9720,-106.3369,87059
Mineville,NY,New York,44.0933,-73.5246,12956 12998
Lake Secession,SC,South Carolina,34.2821,-82.5904,29620 29655
Franklinville,NC,North Carolina,35.7421,-79.6893,27316 27248
Juno Ridge,FL,Florida,26.8491,-80.0632,33408
Victoria,MS,Mississippi,34.8387,-89.6144,38661 38611
Winnebago,MN,Minnesota,43.7645,-94.1702,56098
Cleveland,NC,North Carolina,35.7331,-80.6817,27013
Marsing,ID,Idaho,43.5466,-116.8094,83639
Cottonwood,AL,Alabama,31.0552,-85.3008,36320
Milford,NJ,New Jersey,40.5694,-75.0916,8848
Carey,ID,Idaho,43.3097,-113.9444,83320
Seis Lagos,TX,Texas,33.0710,-96.5665,75098
Cottonwood,ID,Idaho,46.0510,-116.3498,83522
Ness City,KS,Kansas,38.4540,-99.9047,67560
West Kittanning,PA,Pennsylvania,40.8125,-79.5312,16201
Arrowhead Beach,NC,North Carolina,36.2266,-76.7021,27932
Green Village,NJ,New Jersey,40.7386,-74.4460,07960 07935 07928
Boston Heights,OH,Ohio,41.2539,-81.5090,44264 44236
Homestead Base,FL,Florida,25.4936,-80.3910,33039 33033
Winchester,OH,Ohio,38.9436,-83.6540,45697
Creighton,NE,Nebraska,42.4649,-97.9071,68729
Discovery Harbour,HI,Hawaii,19.0415,-155.6254,96772
Fulton,TX,Texas,28.0706,-97.0429,78358 78382
Woodsboro,MD,Maryland,39.5328,-77.3097,21798
Russells Point,OH,Ohio,40.4681,-83.8939,43348
Sargent,TX,Texas,28.7966,-95.6465,77414 77404
Conehatta,MS,Mississippi,32.4601,-89.2785,39057
Richfield Springs,NY,New York,42.8536,-74.9862,13439
Dike,IA,Iowa,42.4641,-92.6255,50624
North Apollo,PA,Pennsylvania,40.5938,-79.5563,15673
Atwood,KS,Kansas,39.8101,-101.0418,67730
Cactus Flats,AZ,Arizona,32.7642,-109.7206,85546 85548
Blue River,CO,Colorado,39.4362,-106.0350,80424
Manawa,WI,Wisconsin,44.4613,-88.9204,54949
Buchanan,GA,Georgia,33.8030,-85.1804,30113
Gorman,TX,Texas,32.2136,-98.6721,76454
St. John,KS,Kansas,38.0000,-98.7611,67576
Roseland,LA,Louisiana,30.7646,-90.5114,70456
Coldwater,MS,Mississippi,34.6902,-89.9757,38618
Richlandtown,PA,Pennsylvania,40.4724,-75.3212,18955
Bethesda,OH,Ohio,40.0164,-81.0727,43719
Robie Creek,ID,Idaho,43.6681,-116.0209,83716
Wetherington,OH,Ohio,39.3633,-84.3767,45069
Hasley Canyon,CA,California,34.4817,-118.6665,91384
Lake Shore,UT,Utah,40.1294,-111.7362,84660
Bradford Woods,PA,Pennsylvania,40.6369,-80.0809,15015
Buckeystown,MD,Maryland,39.3264,-77.4279,21710 21717
Conrad,IA,Iowa,42.2234,-92.8741,50621
Fairplay,GA,Georgia,33.6187,-84.8605,30135 30187
Whitehorn Cove,OK,Oklahoma,35.9936,-95.2868,74477 74467
Fairland,OK,Oklahoma,36.7513,-94.8472,74343
Banner Elk,NC,North Carolina,36.1589,-81.8677,28604
Brunswick,NC,North Carolina,34.2877,-78.7085,28424 28472
Darrington,WA,Washington,48.2546,-121.6031,98241
Dollar Point,CA,California,39.1899,-120.1083,96145
Apple Valley,UT,Utah,37.0810,-113.1034,84737
Rafter J Ranch,WY,Wyoming,43.4317,-110.7924,83001
DeLand Southwest,FL,Florida,29.0078,-81.3113,32720
Chelsea Cove,NY,New York,41.6133,-73.7469,12533
Whitaker,PA,Pennsylvania,40.4007,-79.8863,15120
Clear Lake Shores,TX,Texas,29.5454,-95.0325,77565
Oceana,WV,West Virginia,37.6927,-81.6324,24870 24857
Newark,TX,Texas,33.0050,-97.4856,76071
Fyffe,AL,Alabama,34.4490,-85.9052,35971
Carrizo Hill,TX,Texas,28.5032,-99.8294,78834
Indian Lake,TX,Texas,26.0877,-97.5027,78566
Frankfort,OH,Ohio,39.4063,-83.1836,45628
Cambria,IL,Illinois,37.7793,-89.1189,62918 62915
Saybrook Manor,CT,Connecticut,41.2825,-72.4063,6475
St. Francis,KS,Kansas,39.7714,-101.8015,67756
Harmony,PA,Pennsylvania,40.8015,-80.1250,16063 16037
Goodhue,MN,Minnesota,44.3994,-92.6255,55027
Culver,IN,Indiana,41.2166,-86.4243,46511
Ventress,LA,Louisiana,30.6825,-91.4248,70783
Atwood,TN,Tennessee,35.9747,-88.6689,38220
Nazareth College,NY,New York,43.1031,-77.5193,14618
Edison,GA,Georgia,31.5608,-84.7374,39846
Miranda,PR,Puerto Rico,18.3869,-66.3789,693
Dellwood,MN,Minnesota,45.0985,-92.9672,55110
Marshallton,PA,Pennsylvania,40.7853,-76.5366,17866
Woodburn,IN,Indiana,41.1287,-84.8503,46797
Redby,MN,Minnesota,47.8715,-94.9052,56670
Woodsboro,TX,Texas,28.2379,-97.3254,78393
Sam Rayburn,TX,Texas,31.0789,-94.0269,75931
Snead,AL,Alabama,34.1162,-86.3902,35952
Energy,IL,Illinois,37.7740,-89.0244,62933
Bethany,IL,Illinois,39.6443,-88.7411,61914
Gretna,VA,Virginia,36.9492,-79.3647,24557
Kaanapali,HI,Hawaii,20.9277,-156.6794,96761 96767
Galesville,MD,Maryland,38.8379,-76.5514,20765 20778
Olympia,SC,South Carolina,33.9768,-81.0349,29201 29222
Hemlock,MI,Michigan,43.4186,-84.2311,48626
Waymart,PA,Pennsylvania,41.5866,-75.4047,18472
Arrington,VA,Virginia,37.6744,-78.8928,22922
Midway,AR,Arkansas,36.3911,-92.4732,72651
Luna Pier,MI,Michigan,41.8049,-83.4426,48157 48133
Brookneal,VA,Virginia,37.0532,-78.9485,24528
Almedia,PA,Pennsylvania,41.0144,-76.3850,17815
Farmersburg,IN,Indiana,39.2525,-87.3807,47850
Chico,TX,Texas,33.2960,-97.7986,76431
Collinwood,TN,Tennessee,35.1746,-87.7442,38450
Russellton,PA,Pennsylvania,40.6081,-79.8401,15024 15076
Stearns,KY,Kentucky,36.6957,-84.4768,42647 42649
Greenville,VA,Virginia,38.0036,-79.1523,24440
Sea Ranch,CA,California,38.7165,-123.4527,95497
New Pekin,IN,Indiana,38.5029,-86.0152,47165
Edmundson,MO,Missouri,38.7351,-90.3658,63134
Factoryville,PA,Pennsylvania,41.5602,-75.7823,18419
Lake Park,IA,Iowa,43.4468,-95.3261,51347
Logan Elm Village,OH,Ohio,39.5705,-82.9471,43113
Laurens,IA,Iowa,42.8475,-94.8480,50554
Sycamore,GA,Georgia,31.6711,-83.6352,31790
Dunes City,OR,Oregon,43.9079,-124.0985,97439
Pleasureville,KY,Kentucky,38.3510,-85.1121,40057
Fayetteville,AL,Alabama,33.1643,-86.4412,35151 35044
Preston,MN,Minnesota,43.6726,-92.0828,55965
Grass Lake,MI,Michigan,42.2511,-84.2073,49240
Markham,TX,Texas,28.9627,-96.0645,77456
Mason,TN,Tennessee,35.4128,-89.5412,38049
Big Rock,IL,Illinois,41.7668,-88.5265,60554 60511
Muldraugh,KY,Kentucky,37.9365,-85.9915,40155
Rutherford,TN,Tennessee,36.1249,-88.9920,38369
Coldspring,TX,Texas,30.5898,-95.1307,77331
Gueydan,LA,Louisiana,30.0291,-92.5071,70542
Fraser,CO,Colorado,39.9303,-105.8029,80482 80442
North DeLand,FL,Florida,29.0484,-81.2966,32724
Orient,NY,New York,41.1425,-72.2771,11957
Yeagertown,PA,Pennsylvania,40.6413,-77.5803,17099
Ogden Dunes,IN,Indiana,41.6230,-87.1932,46368
Urania,LA,Louisiana,31.8639,-92.2913,71480
Taylors Falls,MN,Minnesota,45.4121,-92.6644,55084
Earlington,KY,Kentucky,37.2754,-87.5066,42431 42410
Claypool Hill,VA,Virginia,37.0633,-81.7505,24637 24609
Wolfe City,TX,Texas,33.3686,-96.0720,75496
Fruitdale,CA,California,37.3116,-121.9357,95128
Marion,MT,Montana,48.0858,-114.6711,59925 59920
Huntland,TN,Tennessee,35.0579,-86.2689,37345
Menahga,MN,Minnesota,46.7471,-95.1012,56464
Claude,TX,Texas,35.1075,-101.3629,79019
Clarkson,KY,Kentucky,37.4937,-86.2259,42726 42754
Highland Park,PA,Pennsylvania,40.6216,-77.5707,17009 17044
Oakfield,WI,Wisconsin,43.6843,-88.5476,53065
Niagara University,NY,New York,43.1372,-79.0352,14109
Blair,WI,Wisconsin,44.3083,-91.2426,54773 54659 54616
Cando,ND,North Dakota,48.4872,-99.2026,58324
Pocono Ranch Lands,PA,Pennsylvania,41.1747,-74.9555,18328 18324
Wurtsboro,NY,New York,41.5761,-74.4856,12790
Dryden,MI,Michigan,42.9456,-83.1240,48428
Crocker,WA,Washington,47.0843,-122.1226,98360
Shullsburg,WI,Wisconsin,42.5733,-90.2348,53586
Lincolndale,NY,New York,41.3356,-73.7252,10589 10541
Palm Beach Shores,FL,Florida,26.7775,-80.0367,33404
Gridley,IL,Illinois,40.7437,-88.8809,61744
Lamar,SC,South Carolina,34.1695,-80.0649,29069
Parshall,ND,North Dakota,47.9595,-102.1338,58770
Maricopa,CA,California,35.0516,-119.4058,93252
New Deal,TX,Texas,33.7322,-101.8435,79350 79403 79415
Liberty,UT,Utah,41.3426,-111.8649,84310
Callaway,MD,Maryland,38.2324,-76.5231,20620 20650
Nashotah,WI,Wisconsin,43.0938,-88.4038,53058
Bellefonte,KY,Kentucky,38.4949,-82.6911,41101
Truman,MN,Minnesota,43.8279,-94.4366,56088
East Spencer,NC,North Carolina,35.6816,-80.4228,28039 28146 28144
South Uniontown,PA,Pennsylvania,39.8939,-79.7465,15401
Magas Arriba,PR,Puerto Rico,18.0233,-66.7664,656
Lake Don Pedro,CA,California,37.6590,-120.3329,95311 95329
Jackpot,NV,Nevada,41.9797,-114.6645,89825
Ashland Heights,SD,South Dakota,44.1293,-103.1286,57701 57719
Sunrise Lake,PA,Pennsylvania,41.3135,-74.9621,18337
Boulder,MT,Montana,46.2359,-112.1198,59632
Harper,TX,Texas,30.2903,-99.2459,78631
St. Martins,MO,Missouri,38.5942,-92.3312,65109
North Enid,OK,Oklahoma,36.4458,-97.8634,73701
Foreman,AR,Arkansas,33.7198,-94.3979,71836
Third Lake,IL,Illinois,42.3709,-88.0122,60030 60046
Luck,WI,Wisconsin,45.5718,-92.4666,54853
Honaker,VA,Virginia,37.0156,-81.9686,24260
Fort Hancock,TX,Texas,31.2837,-105.8446,79839
Barbourmeade,KY,Kentucky,38.2986,-85.6009,40242 40241
Fairmount,GA,Georgia,34.4383,-84.6998,30139
Biglerville,PA,Pennsylvania,39.9303,-77.2462,17307
Dunnstown,PA,Pennsylvania,41.1484,-77.4201,17745
Elkhart,TX,Texas,31.6276,-95.5789,75839
Conestee,SC,South Carolina,34.7638,-82.3497,29605 29636
Butler,OH,Ohio,40.5896,-82.4211,44822
Eastport,ME,Maine,44.9137,-67.0183,4631
Lowell,OR,Oregon,43.9208,-122.7819,97452
Toast,NC,North Carolina,36.4966,-80.6347,27030 27049
Pleasant Hills,OH,Ohio,39.2365,-84.5228,45231
Stinnett,TX,Texas,35.8231,-101.4436,79083
Kamiah,ID,Idaho,46.2269,-116.0283,83536
Atwater,MN,Minnesota,45.1356,-94.7769,56209
Auburn,KS,Kansas,38.9077,-95.8158,66402
Cedar Bluff,VA,Virginia,37.0876,-81.7633,24609
Oyster Creek,TX,Texas,28.9978,-95.3282,77541
Bayboro,NC,North Carolina,35.1474,-76.7692,28515
Genesee,ID,Idaho,46.5516,-116.9284,83832
Parkers Prairie,MN,Minnesota,46.1530,-95.3290,56361
Adrian,MN,Minnesota,43.6332,-95.9329,56110
Sheffield,IA,Iowa,42.8928,-93.2086,50475
Great Bend,NY,New York,44.0198,-75.7076,13643 13619
Star,NC,North Carolina,35.3992,-79.7832,27356
Ponderay,ID,Idaho,48.3092,-116.5390,83864 83852
Gretna,FL,Florida,30.5929,-84.6876,32351 32332
Saddle Rock,NY,New York,40.7947,-73.7492,11023
Three Oaks,MI,Michigan,41.7985,-86.6139,49128
Glenwood City,WI,Wisconsin,45.0521,-92.1658,54013
Tripoli,IA,Iowa,42.8083,-92.2578,50676
Western Lake,TX,Texas,32.6215,-97.8160,76087
Reading,MI,Michigan,41.8396,-84.7478,49274
Goodman,MO,Missouri,36.7388,-94.4091,64843
Berlin,OH,Ohio,40.5545,-81.7998,44654 44610
Fort Sumner,NM,New Mexico,34.4790,-104.2332,88119
Bernice,LA,Louisiana,32.8276,-92.6584,71222
Clark,SD,South Dakota,44.8809,-97.7348,57225
East Griffin,GA,Georgia,33.2439,-84.2318,30223
Galena,OH,Ohio,40.2201,-82.8842,43021
Magnet Cove,AR,Arkansas,34.4492,-92.8376,72104
Rosedale,LA,Louisiana,30.4429,-91.4601,70757 70772
Shenandoah Junction,WV,West Virginia,39.3530,-77.8375,25442
Enlow,PA,Pennsylvania,40.4523,-80.2317,15108 15126
Mifflinville,PA,Pennsylvania,41.0307,-76.2995,18631
Houston,PA,Pennsylvania,40.2494,-80.2110,15317 15342
Timpson,TX,Texas,31.9065,-94.3971,75975
Warrensburg,IL,Illinois,39.9320,-89.0628,62573
Marcellus,MI,Michigan,42.0261,-85.8131,49067
Flemington,GA,Georgia,31.8507,-81.5603,31313
Williamsburg,PA,Pennsylvania,40.4630,-78.2049,16693
Oriskany,NY,New York,43.1568,-75.3335,13424
Country Club Hills,MO,Missouri,38.7208,-90.2751,63136
Runge,TX,Texas,28.8859,-97.7134,78151
LaBarque Creek,MO,Missouri,38.4162,-90.6777,63025 63016 63069 63051
Paducah,TX,Texas,34.0144,-100.3038,79248
Weeping Water,NE,Nebraska,40.8691,-96.1399,68463
Perry,LA,Louisiana,29.9521,-92.1540,70510 70575
West Swanzey,NH,New Hampshire,42.8707,-72.3225,03446 03469
Marcus,IA,Iowa,42.8224,-95.8068,51035
Marissa,IL,Illinois,38.2501,-89.7746,62257
Scotts Hill,TN,Tennessee,35.5188,-88.2527,38374
Saxapahaw,NC,North Carolina,35.9489,-79.3210,27253 27340
Friedens,PA,Pennsylvania,40.0449,-79.0028,15541
Lawrenceville,VA,Virginia,36.7565,-77.8539,23868
Germantown,IL,Illinois,38.5552,-89.5412,62245
Saucier,MS,Mississippi,30.6237,-89.1432,39574
Hagerman,ID,Idaho,42.8164,-114.8974,83332
Piedmont,SD,South Dakota,44.2136,-103.3717,57769 57709
Rossville,IL,Illinois,40.3814,-87.6699,60942 60963
Swifton,AR,Arkansas,35.8245,-91.1294,72471
Miles,TX,Texas,31.6006,-100.1853,76861
Gerald,MO,Missouri,38.3992,-91.3305,63037
White Cloud,MI,Michigan,43.5541,-85.7720,49349
Cascade,ID,Idaho,44.5087,-116.0425,83611
Belview,VA,Virginia,37.1688,-80.5110,24141 24073
Indian Hills,NM,New Mexico,34.9832,-106.1398,87035
West Crossett,AR,Arkansas,33.1488,-92.0221,71635
Rapid City,MI,Michigan,44.8366,-85.2871,49676
Valmeyer,IL,Illinois,38.3064,-90.2979,62295
Tiki Island,TX,Texas,29.2980,-94.9159,77554
Caledonia,MS,Mississippi,33.6836,-88.3260,39740
Mount Wolf,PA,Pennsylvania,40.0616,-76.7053,17347
Gleason,TN,Tennessee,36.2174,-88.6107,38229
Litchfield,MI,Michigan,42.0413,-84.7578,49252
Keewatin,MN,Minnesota,47.4005,-93.0828,55769 55746 55753
Randolph AFB,TX,Texas,29.5302,-98.2788,78148 78150
Otterbein,IN,Indiana,40.4886,-87.0872,47970
Salineville,OH,Ohio,40.6207,-80.8345,43945
Black Diamond,FL,Florida,28.9067,-82.4946,34461 34465
Junction City,CA,California,40.7341,-123.0618,96048
Aetna Estates,CO,Colorado,39.7381,-104.6732,80018
McMillin,WA,Washington,47.1286,-122.2374,98374 98360
Bagley,MN,Minnesota,47.5244,-95.4031,56621
Whitewater,CA,California,33.9356,-116.6873,92282
Strum,WI,Wisconsin,44.5531,-91.3876,54770
Beaverton,MI,Michigan,43.8809,-84.4883,48612
Black Creek,WI,Wisconsin,44.4742,-88.4506,54106
Muscoda,WI,Wisconsin,43.1872,-90.4333,53573
Mesa del Caballo,AZ,Arizona,34.2860,-111.2952,85541
Wortham,TX,Texas,31.7897,-96.4610,76693
New London,MN,Minnesota,45.2974,-94.9478,56273
McClellan Park,CA,California,38.6629,-121.4016,95652
Valley Falls,KS,Kansas,39.3407,-95.4612,66088
Pineland,TX,Texas,31.2467,-93.9744,75968
Asotin,WA,Washington,46.3366,-117.0414,99402
Belmont Estates,VA,Virginia,38.4464,-78.9228,22801
Geronimo,OK,Oklahoma,34.4831,-98.3877,73543
Eaton Estates,OH,Ohio,41.3061,-82.0114,44044
Allardt,TN,Tennessee,36.3811,-84.8814,38556
Divernon,IL,Illinois,39.5707,-89.6547,62530
St. George,KS,Kansas,39.1915,-96.4185,66535
Rolla,ND,North Dakota,48.8532,-99.6143,58367
Grass Valley,NV,Nevada,40.7971,-117.7603,89445
Madison Lake,MN,Minnesota,44.2074,-93.8175,56063
Spicer,MN,Minnesota,45.2331,-94.9401,56288
Groveland,ID,Idaho,43.2235,-112.3755,83221
Wanamingo,MN,Minnesota,44.3026,-92.7872,55983
Bradford,RI,Rhode Island,41.3944,-71.7541,02891 02808
Skyline Acres,OH,Ohio,39.2282,-84.5661,45231
Naco,AZ,Arizona,31.3431,-109.9336,85620 85603
Captains Cove,VA,Virginia,38.0003,-75.4173,23356
Annville,KY,Kentucky,37.3254,-83.9621,40402 40486
Bloomington,TX,Texas,28.6504,-96.9022,77951 77905
Santee,SC,South Carolina,33.4801,-80.4852,29142
Dotsero,CO,Colorado,39.6463,-107.0540,81637
Salamatof,AK,Alaska,60.6154,-151.3159,99611
Penn Valley,CA,California,39.1954,-121.1942,95946
Rainbow Lakes,NJ,New Jersey,40.8750,-74.4535,07054 07834
Rose Valley,PA,Pennsylvania,39.8947,-75.3852,19063 19086
Parker City,IN,Indiana,40.1898,-85.2037,47368
South Henderson,NC,North Carolina,36.3033,-78.4060,27536 27537
Marbleton,WY,Wyoming,42.5574,-110.1005,83113
Crivitz,WI,Wisconsin,45.2337,-88.0067,54114
Julesburg,CO,Colorado,40.9849,-102.2627,80737
Eddyville,IA,Iowa,41.1593,-92.6304,52553
Fairhope,PA,Pennsylvania,40.1150,-79.8388,15012
Highland,AR,Arkansas,36.2657,-91.5186,72542
Woodall,OK,Oklahoma,35.8246,-95.0823,74434 74464
Bodega Bay,CA,California,38.3250,-123.0309,94923
Towaoc,CO,Colorado,37.2126,-108.7265,81334
Stottville,NY,New York,42.2932,-73.7530,12172 12534
Cloverport,KY,Kentucky,37.8311,-86.6304,40111
Talahi Island,GA,Georgia,32.0331,-80.9760,31410
Rossville,TN,Tennessee,35.0324,-89.5612,38066
Adair Village,OR,Oregon,44.6706,-123.2160,97330
Man,WV,West Virginia,37.7522,-81.8923,25617 25635 25632
Gilbert,IA,Iowa,42.1062,-93.6461,50105
Rice Tracts,TX,Texas,26.0573,-97.6261,78586
Enterprise,WV,West Virginia,39.4197,-80.2833,26568 26431
Golden Valley,NV,Nevada,39.6178,-119.8231,89506
Long Beach,IN,Indiana,41.7435,-86.8521,46360
Dollar Bay,MI,Michigan,47.1272,-88.5091,49922 49930
Sutherland,NE,Nebraska,41.1601,-101.1229,69165
Yamhill,OR,Oregon,45.3409,-123.1846,97148
Jimmerson Lake,IN,Indiana,41.7076,-85.0633,46703 46737
Louisville,IL,Illinois,38.7695,-88.5067,62858
New Sharon,IA,Iowa,41.4701,-92.6510,50207
Cape Charles,VA,Virginia,37.2570,-76.0093,23310
Shawneetown,IL,Illinois,37.7157,-88.1866,62984
Lake Linden,MI,Michigan,47.1939,-88.4054,49945
Shell Valley,ND,North Dakota,48.8108,-99.8273,58316
Jennerstown,PA,Pennsylvania,40.1635,-79.0610,15531 15563 15547
Indian Shores,FL,Florida,27.8536,-82.8438,33785
Earlysville,VA,Virginia,38.1579,-78.4688,22936
Bevil Oaks,TX,Texas,30.1517,-94.2711,77713
Maxwell,CA,California,39.2771,-122.1946,95955
Juncal,PR,Puerto Rico,18.3125,-66.9219,685
Ballplay,AL,Alabama,34.0179,-85.7852,35903 36272
Plains,MT,Montana,47.4602,-114.8842,59859
Toledo,IL,Illinois,39.2728,-88.2419,62468
Candlewood Lake,OH,Ohio,40.6214,-82.7764,43338
Birch Run,MI,Michigan,43.2503,-83.7911,48415
Skagway,AK,Alaska,59.4566,-135.2927,99840
La Harpe,IL,Illinois,40.5848,-90.9695,61450
Leupp,AZ,Arizona,35.2966,-111.0028,86035
Royalton,MN,Minnesota,45.8302,-94.2931,56373
Fayette,IA,Iowa,42.8417,-91.8038,52142
Yale,OK,Oklahoma,36.1151,-96.7011,74085
Wabasso,FL,Florida,27.7486,-80.4421,32970 32967 32958
Scotland,PA,Pennsylvania,39.9697,-77.5844,17254 17202
Sand Lake,MI,Michigan,44.3276,-83.6711,48748 48763
Ak-Chin Village,AZ,Arizona,33.0197,-112.0808,85139
Claysburg,PA,Pennsylvania,40.2915,-78.4514,16625 16682
Foresthill,CA,California,39.0053,-120.8314,95631
Stillman Valley,IL,Illinois,42.1055,-89.1791,61084
Fayette,OH,Ohio,41.6727,-84.3284,43521
Concord,MI,Michigan,42.1762,-84.6456,49237
Pen Mar,PA,Pennsylvania,39.7243,-77.5151,17268
Wellsville,MO,Missouri,39.0734,-91.5692,63384
Darien Downtown,CT,Connecticut,41.0768,-73.4699,6820
Muhlenberg Park,PA,Pennsylvania,40.3868,-75.9398,19605
Independence,VA,Virginia,36.6254,-81.1511,24348
New London,TX,Texas,32.2687,-94.9296,75682 75684
Gratton,VA,Virginia,37.1351,-81.4212,24651
Elm Creek,NE,Nebraska,40.7201,-99.3755,68836
Osceola Mills,PA,Pennsylvania,40.8525,-78.2699,16666
Morgan Hill,PA,Pennsylvania,40.6665,-75.2041,18042
Briggs,OK,Oklahoma,35.9202,-94.8825,74464
March ARB,CA,California,33.8888,-117.2776,92571 92518
Lyons,WI,Wisconsin,42.6485,-88.3599,53105 53148
Cool Valley,MO,Missouri,38.7251,-90.3058,63121
Delevan,NY,New York,42.4912,-78.4796,14042
Lyons,OR,Oregon,44.7777,-122.6098,97358
Green Harbor,MA,Massachusetts,42.0680,-70.6499,02050 02332
Atglen,PA,Pennsylvania,39.9473,-75.9754,19310
Caraway,AR,Arkansas,35.7597,-90.3222,72419
Fort Ashby,WV,West Virginia,39.4973,-78.7646,26719
East Camden,AR,Arkansas,33.6084,-92.7443,71701
Mount Hermon,CA,California,37.0510,-122.0533,95018 95066 95041
Spencerville,NM,New Mexico,36.8244,-108.0563,87410 87415
Clinton,KY,Kentucky,36.6663,-88.9938,42031
Ohkay Owingeh,NM,New Mexico,36.0440,-106.0565,87566
Williams,OR,Oregon,42.2194,-123.2922,97544
Magnolia,OH,Ohio,40.6530,-81.2928,44643
Keedysville,MD,Maryland,39.4867,-77.6980,21756
Glenville,WV,West Virginia,38.9379,-80.8340,26351
Fairfax,OK,Oklahoma,36.5699,-96.7080,74637
McClure,PA,Pennsylvania,40.7078,-77.3107,17841
Shoal Creek,AL,Alabama,33.4328,-86.6071,35242
Tahoe Vista,CA,California,39.2478,-120.0533,96143 96148
Coloma,MI,Michigan,42.1864,-86.3083,49038
Clinton,OH,Ohio,40.9284,-81.6304,44216
Ashland,IL,Illinois,39.8886,-90.0078,62612
Norlina,NC,North Carolina,36.4451,-78.1952,27563
Ipswich,SD,South Dakota,45.4435,-99.0300,57451
Cambridge,NE,Nebraska,40.2843,-100.1653,69022
Elkhart Lake,WI,Wisconsin,43.8322,-88.0147,53020
Fincastle,TN,Tennessee,36.4038,-84.0480,37766
Perry,KS,Kansas,39.0732,-95.3866,66073
Konawa,OK,Oklahoma,34.9579,-96.7538,74849
Wakeman,OH,Ohio,41.2530,-82.4028,44889
Andale,KS,Kansas,37.7916,-97.6276,67001
Fairfax,MN,Minnesota,44.5283,-94.7231,55332
Berryville,TX,Texas,32.0877,-95.4664,75763
Mars,PA,Pennsylvania,40.6969,-80.0141,16046
Skidmore,TX,Texas,28.2626,-97.6854,78389
Sharon,TN,Tennessee,36.2349,-88.8252,38255
Tunnel Hill,GA,Georgia,34.8496,-85.0393,30755
Granville South,OH,Ohio,40.0521,-82.5415,43023
Candor,NC,North Carolina,35.2964,-79.7323,27229 27209
Summer Set,MO,Missouri,38.0905,-90.5750,63020
Leming,TX,Texas,29.0683,-98.4722,78064 78050
Cortland West,NY,New York,42.5942,-76.2258,13045
West Brow,GA,Georgia,34.9148,-85.4186,30738 30750
Mayville,MI,Michigan,43.3363,-83.3520,48744
Bradner,OH,Ohio,41.3237,-83.4363,43406
Animas,PR,Puerto Rico,18.4457,-66.6364,612
Quebrada del Agua,PR,Puerto Rico,18.0378,-66.6847,624
Lake Shore,MN,Minnesota,46.5040,-94.3635,56468
New York Mills,MN,Minnesota,46.5198,-95.3732,56567
Reedsville,WI,Wisconsin,44.1524,-87.9516,54230
Vandiver,AL,Alabama,33.4601,-86.5247,35147 35176
Potomac Heights,MD,Maryland,38.5988,-77.1371,20640
Central City,IA,Iowa,42.2023,-91.5247,52214
Sunday Lake,WA,Washington,48.2265,-122.2537,98292
Port Gibson,MS,Mississippi,31.9558,-90.9834,39150
Flovilla,GA,Georgia,33.2524,-83.9030,30216
Carolina,RI,Rhode Island,41.4625,-71.6585,02812 02813
Clinton,WA,Washington,47.9731,-122.3577,98236
Greenvale,NY,New York,40.8118,-73.6262,11548
Duncansville,PA,Pennsylvania,40.4263,-78.4303,16635
Pomona,KS,Kansas,38.6108,-95.4529,66076
Clinton,PA,Pennsylvania,40.4923,-80.2970,15126 15026
Tignall,GA,Georgia,33.8674,-82.7420,30668
Wendover,UT,Utah,40.7241,-114.0250,84083
Salem,SD,South Dakota,43.7229,-97.3893,57058
Jagual,PR,Puerto Rico,18.1610,-65.9993,754
Chesapeake,OH,Ohio,38.4298,-82.4489,45619
Oakland,OK,Oklahoma,34.0960,-96.7996,73446
Palo,IA,Iowa,42.0649,-91.8005,52324
South Waverly,PA,Pennsylvania,41.9955,-76.5442,18840
La Crosse,KS,Kansas,38.5318,-99.3095,67548
Williamstown,PA,Pennsylvania,40.5809,-76.6170,17098
Willards,MD,Maryland,38.3922,-75.3494,21874
Springville,IA,Iowa,42.0470,-91.4542,52336
Alexandria,TN,Tennessee,36.0791,-86.0382,37012
Yellville,AR,Arkansas,36.2289,-92.6860,72687
Kings Mills,OH,Ohio,39.3586,-84.2504,45040 45034
